Teneur en P2O5 (%),Teneur en CaO (%),Teneur en SiO2 (%),Humidité (%),Granulométrie (mm),Site d'extraction,Qualité du Phosphate
30.26,24.37,5.86,7.99,0.9,Sidi Dawui,Moyenne
37.77,25.85,0.78,11.55,1.48,Sidi Dawui,Haute
17.01,26.04,4.35,3.31,0.88,Sidi Chennane,Faible
33.77,27.34,0.5,1.2,0.63,Sidi Dawui,Moyenne
14.94,20.0,11.09,12.68,2.27,Sidi Chennane,Faible
33.25,33.45,8.47,14.79,1.67,Sidi Dawui,Moyenne
31.32,30.41,6.25,10.41,0.92,Sidi Dawui,Moyenne
25.18,22.42,0.5,14.63,1.86,Sidi Dawui,Moyenne
23.54,41.95,0.6,12.49,1.64,Sidi Chennane,Moyenne
23.5,25.97,0.6,3.78,0.63,Sidi Chennane,Moyenne
43.2,33.34,0.5,1.65,1.14,Sidi Dawui,Haute
17.89,20.0,3.2,12.13,1.35,Sidi Dawui,Faible
31.81,28.74,2.06,9.89,1.48,Sidi Dawui,Moyenne
17.71,22.96,3.87,12.19,4.09,Sidi Chennane,Faible
40.41,33.71,0.5,10.78,1.68,Sidi Dawui,Haute
39.36,41.41,0.5,7.58,1.69,Sidi Dawui,Haute
37.12,38.41,0.5,14.11,0.42,Sidi Dawui,Haute
26.1,26.57,3.82,11.3,8.36,Sidi Dawui,Moyenne
40.56,36.92,0.5,0.13,0.36,Sidi Dawui,Haute
18.58,20.0,3.73,10.56,0.64,Sidi Dawui,Faible
16.71,20.0,1.75,8.16,0.67,Sidi Dawui,Faible
14.46,24.0,3.92,2.07,0.78,Sidi Chennane,Faible
22.29,39.96,11.89,6.53,0.5,Sidi Chennane,Moyenne
38.64,45.25,2.33,7.86,0.27,Sidi Dawui,Haute
13.0,20.0,4.37,7.03,2.57,Sidi Dawui,Faible
30.83,51.27,0.6,6.52,0.66,Sidi Chennane,Moyenne
23.33,27.57,0.6,9.47,0.18,Sidi Chennane,Moyenne
12.62,20.0,3.69,9.88,0.8,Sidi Chennane,Faible
33.42,36.11,2.47,10.46,1.43,Sidi Dawui,Moyenne
29.38,41.67,0.6,11.42,0.28,Sidi Chennane,Moyenne
26.28,39.93,0.6,12.5,1.64,Sidi Chennane,Moyenne
29.42,48.91,0.6,8.61,1.29,Sidi Chennane,Moyenne
20.07,22.61,4.38,1.09,0.5,Sidi Dawui,Moyenne
28.73,23.91,3.72,5.47,1.26,Sidi Dawui,Moyenne
24.09,24.13,3.08,0.06,3.67,Sidi Dawui,Moyenne
33.32,41.31,0.6,8.93,1.05,Sidi Chennane,Moyenne
38.32,33.74,0.5,14.63,0.67,Sidi Dawui,Haute
50.0,43.03,0.5,12.41,0.52,Sidi Dawui,Haute
28.24,28.83,3.89,7.29,4.27,Sidi Dawui,Moyenne
25.91,20.0,4.13,10.62,0.85,Sidi Dawui,Moyenne
31.2,33.09,0.5,11.13,0.83,Sidi Dawui,Moyenne
31.18,54.46,0.6,8.92,2.02,Sidi Chennane,Moyenne
29.17,31.55,1.61,13.28,1.58,Sidi Dawui,Moyenne
33.63,33.9,0.5,4.83,0.33,Sidi Dawui,Moyenne
23.11,41.26,3.57,10.1,1.18,Sidi Chennane,Moyenne
32.86,34.51,0.5,0.97,0.68,Sidi Dawui,Moyenne
26.56,23.04,2.96,2.07,2.57,Sidi Dawui,Moyenne
31.25,31.85,0.5,14.08,0.4,Sidi Dawui,Moyenne
30.86,40.17,0.5,8.15,1.89,Sidi Dawui,Moyenne
22.45,26.98,0.6,11.32,0.21,Sidi Chennane,Moyenne
41.09,32.36,0.5,13.04,1.68,Sidi Dawui,Haute
48.52,53.11,0.5,14.01,1.86,Sidi Dawui,Haute
24.85,24.0,0.54,1.35,0.49,Sidi Dawui,Moyenne
28.93,26.56,2.58,10.53,2.0,Sidi Dawui,Moyenne
24.99,20.15,0.5,9.45,0.9,Sidi Dawui,Moyenne
34.2,23.94,0.5,9.0,0.17,Sidi Dawui,Moyenne
27.6,21.42,5.32,2.18,1.27,Sidi Dawui,Moyenne
24.01,43.3,2.74,11.6,0.53,Sidi Chennane,Moyenne
29.45,42.48,0.6,4.73,2.11,Sidi Chennane,Moyenne
13.0,20.0,0.5,3.33,2.85,Sidi Dawui,Faible
36.98,43.71,0.5,10.61,0.72,Sidi Dawui,Haute
28.31,33.69,2.41,3.23,0.42,Sidi Dawui,Moyenne
25.4,43.63,1.79,7.48,0.98,Sidi Chennane,Moyenne
16.85,22.76,0.6,4.76,1.8,Sidi Chennane,Faible
30.04,41.59,0.6,12.35,0.61,Sidi Chennane,Moyenne
28.25,41.67,0.6,14.32,1.44,Sidi Chennane,Moyenne
26.08,45.79,0.6,12.37,2.05,Sidi Chennane,Moyenne
27.5,36.33,1.67,5.95,2.46,Sidi Chennane,Moyenne
25.71,22.73,3.2,2.44,1.36,Sidi Dawui,Moyenne
26.86,29.74,0.5,10.48,0.25,Sidi Dawui,Moyenne
39.35,46.67,0.54,13.56,0.79,Sidi Dawui,Haute
25.51,25.31,0.5,6.02,0.85,Sidi Dawui,Moyenne
45.66,50.36,0.5,0.61,1.07,Sidi Dawui,Haute
29.56,30.07,4.18,1.87,0.13,Sidi Dawui,Moyenne
37.07,35.63,3.0,5.74,0.53,Sidi Dawui,Haute
35.73,45.02,0.6,7.49,0.86,Sidi Chennane,Haute
26.07,21.44,0.5,4.36,1.42,Sidi Dawui,Moyenne
33.13,29.99,2.34,7.31,6.09,Sidi Dawui,Moyenne
42.09,35.77,0.5,14.38,1.69,Sidi Dawui,Haute
41.16,42.95,0.56,1.16,0.45,Sidi Dawui,Haute
20.43,35.05,0.6,12.05,0.51,Sidi Chennane,Moyenne
27.8,28.67,0.5,6.83,0.58,Sidi Dawui,Moyenne
21.03,26.08,4.68,9.81,0.73,Sidi Chennane,Moyenne
31.62,51.69,0.6,14.54,1.2,Sidi Chennane,Moyenne
29.96,31.33,0.5,6.89,0.47,Sidi Dawui,Moyenne
22.99,35.74,1.01,1.44,0.84,Sidi Chennane,Moyenne
19.81,26.33,0.6,12.42,0.85,Sidi Chennane,Faible
38.92,45.71,0.5,3.97,1.31,Sidi Dawui,Haute
33.92,39.8,3.05,13.58,0.72,Sidi Dawui,Moyenne
23.37,22.71,4.05,1.23,0.54,Sidi Dawui,Moyenne
23.68,26.3,1.07,3.42,0.57,Sidi Dawui,Moyenne
10.0,20.0,4.54,14.52,1.37,Sidi Chennane,Faible
17.26,23.15,8.66,13.2,0.56,Sidi Chennane,Faible
27.5,39.23,3.98,3.28,1.75,Sidi Chennane,Moyenne
44.55,45.09,0.5,11.65,1.34,Sidi Dawui,Haute
38.74,32.2,0.5,1.29,0.42,Sidi Dawui,Haute
25.99,40.1,2.12,2.37,2.69,Sidi Chennane,Moyenne
31.35,36.28,3.43,2.73,1.07,Sidi Dawui,Moyenne
39.55,38.68,2.71,0.65,0.59,Sidi Dawui,Haute
35.11,36.94,0.99,7.27,4.32,Sidi Dawui,Haute
33.87,59.45,0.6,5.86,0.99,Sidi Chennane,Moyenne
31.6,29.63,0.5,8.84,1.33,Sidi Dawui,Moyenne
44.72,47.2,3.55,10.33,1.01,Sidi Dawui,Haute
40.45,36.91,3.26,8.93,3.17,Sidi Dawui,Haute
39.19,35.59,0.5,4.18,4.16,Sidi Dawui,Haute
10.0,20.0,5.38,1.24,1.23,Sidi Chennane,Faible
28.35,42.48,0.6,10.98,1.06,Sidi Chennane,Moyenne
31.34,34.02,0.5,4.64,2.11,Sidi Dawui,Moyenne
19.7,28.79,0.6,3.71,0.68,Sidi Chennane,Faible
13.16,20.37,6.46,10.36,1.22,Sidi Chennane,Faible
22.46,40.76,0.6,6.63,0.59,Sidi Chennane,Moyenne
32.81,38.15,0.5,3.07,4.54,Sidi Dawui,Moyenne
14.29,21.72,6.88,11.5,2.38,Sidi Chennane,Faible
19.09,20.58,0.5,12.1,4.16,Sidi Dawui,Faible
25.57,35.23,0.6,14.78,0.68,Sidi Chennane,Moyenne
40.43,39.44,0.5,7.02,2.07,Sidi Dawui,Haute
34.23,36.83,4.45,0.55,1.4,Sidi Dawui,Moyenne
42.97,43.55,0.5,7.76,1.28,Sidi Dawui,Haute
21.96,35.58,0.6,0.35,3.76,Sidi Chennane,Moyenne
32.01,38.24,4.34,14.21,0.48,Sidi Dawui,Moyenne
16.72,23.78,1.82,2.62,0.62,Sidi Chennane,Faible
12.67,20.0,3.96,13.88,0.65,Sidi Chennane,Faible
34.18,60.0,0.6,14.25,0.32,Sidi Chennane,Moyenne
42.79,38.5,0.5,11.63,0.2,Sidi Dawui,Haute
19.83,20.42,6.57,1.31,0.87,Sidi Dawui,Faible
33.92,37.71,1.18,8.38,1.81,Sidi Dawui,Moyenne
21.87,38.44,0.6,5.31,0.84,Sidi Chennane,Moyenne
20.77,38.34,0.6,12.3,0.52,Sidi Chennane,Moyenne
19.92,27.17,0.6,4.53,2.64,Sidi Chennane,Faible
24.9,42.55,0.6,6.77,0.4,Sidi Chennane,Moyenne
27.65,41.16,0.6,8.61,0.23,Sidi Chennane,Moyenne
36.16,51.42,0.5,0.53,0.3,Sidi Dawui,Haute
31.4,36.72,0.5,9.13,3.49,Sidi Dawui,Moyenne
21.51,30.22,0.6,5.16,0.85,Sidi Chennane,Moyenne
41.03,36.02,0.5,7.94,2.77,Sidi Dawui,Haute
36.72,21.88,0.5,1.87,2.65,Sidi Dawui,Haute
33.16,36.6,0.5,5.04,0.21,Sidi Dawui,Moyenne
32.17,37.16,1.17,8.73,1.05,Sidi Dawui,Moyenne
24.68,39.73,0.6,8.57,1.86,Sidi Chennane,Moyenne
28.24,20.0,5.59,2.37,0.42,Sidi Dawui,Moyenne
27.68,32.24,0.6,6.22,0.36,Sidi Chennane,Moyenne
22.71,24.39,4.34,7.79,1.5,Sidi Dawui,Moyenne
19.91,36.65,0.6,1.22,0.38,Sidi Chennane,Faible
38.06,37.74,1.53,8.99,1.26,Sidi Dawui,Haute
15.36,25.92,0.6,3.48,1.83,Sidi Chennane,Faible
18.19,20.0,2.11,13.8,2.04,Sidi Dawui,Faible
22.9,34.13,0.6,4.03,1.91,Sidi Chennane,Moyenne
17.06,20.0,8.43,11.81,2.79,Sidi Dawui,Faible
20.68,24.46,0.5,8.73,0.45,Sidi Dawui,Moyenne
27.27,36.11,7.43,10.28,3.86,Sidi Chennane,Moyenne
30.64,38.54,0.5,13.53,0.66,Sidi Dawui,Moyenne
44.2,42.11,0.5,12.72,0.42,Sidi Dawui,Haute
14.91,20.0,0.6,1.92,2.36,Sidi Chennane,Faible
31.65,26.6,0.57,14.01,1.64,Sidi Dawui,Moyenne
25.02,32.68,0.6,2.08,0.26,Sidi Chennane,Moyenne
21.85,23.09,0.5,4.75,2.01,Sidi Dawui,Moyenne
41.89,37.96,0.5,7.85,1.26,Sidi Dawui,Haute
25.72,32.46,0.6,14.0,1.03,Sidi Chennane,Moyenne
17.86,20.3,4.13,9.41,0.68,Sidi Dawui,Faible
32.16,20.0,0.5,13.12,2.85,Sidi Dawui,Moyenne
36.01,33.63,0.5,14.13,3.55,Sidi Dawui,Haute
27.13,21.56,3.36,11.23,1.68,Sidi Dawui,Moyenne
13.18,20.0,2.61,7.23,0.37,Sidi Chennane,Faible
35.03,36.35,0.5,5.82,0.38,Sidi Dawui,Haute
50.0,50.96,1.43,4.13,0.52,Sidi Dawui,Haute
28.98,27.66,1.74,7.6,2.16,Sidi Dawui,Moyenne
32.39,55.34,0.6,0.72,0.77,Sidi Chennane,Moyenne
25.65,25.6,2.44,3.42,1.64,Sidi Dawui,Moyenne
23.86,44.04,0.6,5.37,0.62,Sidi Chennane,Moyenne
27.36,43.85,3.1,12.8,3.07,Sidi Chennane,Moyenne
32.42,27.6,6.41,5.64,0.4,Sidi Dawui,Moyenne
29.79,38.65,2.74,3.59,0.84,Sidi Dawui,Moyenne
39.11,40.78,0.5,11.74,0.83,Sidi Dawui,Haute
34.42,60.0,0.6,14.15,1.73,Sidi Chennane,Moyenne
35.24,33.79,3.46,11.62,1.33,Sidi Dawui,Haute
19.25,28.97,0.6,1.89,3.27,Sidi Chennane,Faible
30.77,32.82,0.5,4.8,2.82,Sidi Dawui,Moyenne
50.0,54.0,0.5,9.04,0.57,Sidi Dawui,Haute
23.35,40.33,0.6,2.94,1.04,Sidi Chennane,Moyenne
27.09,35.15,3.04,9.55,0.99,Sidi Dawui,Moyenne
22.08,20.0,1.6,3.54,0.65,Sidi Dawui,Moyenne
11.0,20.0,5.19,8.14,0.29,Sidi Chennane,Faible
24.79,30.88,6.3,10.6,0.98,Sidi Chennane,Moyenne
26.62,23.12,0.6,11.8,2.01,Sidi Chennane,Moyenne
28.89,31.19,0.5,12.01,1.17,Sidi Dawui,Moyenne
32.36,34.95,0.5,11.62,1.31,Sidi Dawui,Moyenne
15.13,24.13,0.6,2.06,3.15,Sidi Chennane,Faible
23.34,35.63,3.56,14.84,0.5,Sidi Chennane,Moyenne
25.53,41.85,2.04,11.58,0.53,Sidi Chennane,Moyenne
19.13,25.07,0.7,1.56,0.71,Sidi Chennane,Faible
47.88,49.82,0.5,10.46,2.37,Sidi Dawui,Haute
17.23,27.55,0.6,7.05,2.05,Sidi Chennane,Faible
35.08,42.38,0.5,6.42,1.24,Sidi Dawui,Haute
27.84,40.49,0.6,10.15,3.14,Sidi Chennane,Moyenne
22.01,30.75,0.6,2.52,0.48,Sidi Chennane,Moyenne
21.31,30.52,11.85,14.99,0.71,Sidi Chennane,Moyenne
13.5,20.0,5.0,8.17,1.34,Sidi Chennane,Faible
44.85,50.16,0.5,8.92,0.85,Sidi Dawui,Haute
21.43,24.01,0.6,6.38,1.97,Sidi Chennane,Moyenne
37.39,39.64,1.06,9.09,3.99,Sidi Dawui,Haute
26.74,39.12,0.6,9.96,0.93,Sidi Chennane,Moyenne
26.78,20.39,0.5,5.18,1.39,Sidi Dawui,Moyenne
30.7,23.65,4.43,6.93,2.1,Sidi Dawui,Moyenne
30.91,38.78,1.31,3.83,1.84,Sidi Chennane,Moyenne
15.46,21.15,2.16,11.58,4.12,Sidi Chennane,Faible
35.91,60.0,3.75,11.06,1.4,Sidi Chennane,Haute
25.72,25.28,0.59,12.16,1.04,Sidi Dawui,Moyenne
21.77,23.6,0.5,10.54,0.46,Sidi Dawui,Moyenne
23.33,40.27,0.6,0.3,1.32,Sidi Chennane,Moyenne
36.41,60.0,0.6,2.87,0.48,Sidi Chennane,Haute
15.11,20.0,0.5,5.83,0.46,Sidi Dawui,Faible
31.22,27.83,1.4,3.51,1.39,Sidi Dawui,Moyenne
36.83,39.66,5.57,7.98,0.77,Sidi Dawui,Moyenne
32.81,29.35,2.58,13.47,0.14,Sidi Dawui,Moyenne
24.91,46.02,1.63,11.07,6.41,Sidi Chennane,Moyenne
17.98,29.43,3.52,4.0,0.31,Sidi Chennane,Faible
27.04,27.91,0.5,5.96,0.82,Sidi Dawui,Moyenne
31.15,33.61,0.5,0.78,0.39,Sidi Dawui,Moyenne
15.38,22.83,3.03,0.09,0.82,Sidi Chennane,Faible
32.09,30.27,0.5,6.38,0.7,Sidi Dawui,Moyenne
20.05,31.18,0.6,10.92,0.58,Sidi Chennane,Moyenne
19.54,27.17,0.6,12.91,0.93,Sidi Chennane,Faible
35.42,45.97,0.5,6.47,0.43,Sidi Dawui,Haute
15.93,20.0,4.52,2.7,1.54,Sidi Dawui,Faible
30.42,32.8,0.5,3.92,1.42,Sidi Dawui,Moyenne
50.0,47.13,0.5,6.68,1.05,Sidi Dawui,Haute
22.62,20.0,2.75,9.74,1.54,Sidi Dawui,Moyenne
30.6,32.05,0.6,8.14,2.29,Sidi Chennane,Moyenne
33.0,35.09,0.5,12.61,0.32,Sidi Dawui,Moyenne
18.7,24.8,0.86,0.28,3.62,Sidi Chennane,Faible
20.48,23.9,0.5,14.88,3.81,Sidi Dawui,Moyenne
33.77,35.92,0.5,13.94,1.99,Sidi Dawui,Moyenne
31.66,46.77,7.72,2.24,0.77,Sidi Chennane,Moyenne
28.96,22.67,0.5,0.72,5.48,Sidi Dawui,Moyenne
31.76,34.62,4.29,9.26,2.45,Sidi Dawui,Moyenne
41.69,37.45,0.5,10.82,0.3,Sidi Dawui,Haute
35.6,27.75,0.5,7.13,0.74,Sidi Dawui,Haute
18.19,20.0,4.41,4.17,1.62,Sidi Dawui,Faible
33.4,26.93,0.5,9.59,0.36,Sidi Dawui,Moyenne
46.26,31.38,0.92,9.54,2.42,Sidi Dawui,Haute
32.16,38.58,1.78,2.22,0.85,Sidi Dawui,Moyenne
13.0,20.0,3.83,11.99,0.45,Sidi Dawui,Faible
36.03,26.36,0.5,11.24,0.87,Sidi Dawui,Haute
30.69,26.15,3.67,1.27,0.64,Sidi Dawui,Moyenne
15.86,20.0,1.42,6.94,0.25,Sidi Dawui,Faible
17.22,20.25,0.5,5.9,0.97,Sidi Dawui,Faible
28.64,30.79,0.6,6.94,0.72,Sidi Chennane,Moyenne
25.84,20.51,0.5,6.92,1.1,Sidi Dawui,Moyenne
24.24,27.9,3.69,7.86,0.42,Sidi Dawui,Moyenne
22.28,29.95,0.6,4.16,1.14,Sidi Chennane,Moyenne
26.64,27.57,0.5,7.04,6.9,Sidi Dawui,Moyenne
33.41,30.89,0.5,1.49,0.37,Sidi Dawui,Moyenne
30.66,40.18,2.59,2.65,1.05,Sidi Dawui,Moyenne
21.58,20.0,3.64,1.32,1.29,Sidi Dawui,Moyenne
27.85,29.06,0.98,2.79,1.05,Sidi Dawui,Moyenne
25.29,44.98,0.6,0.06,0.98,Sidi Chennane,Moyenne
22.76,30.98,0.6,0.57,1.06,Sidi Chennane,Moyenne
31.75,28.07,0.5,11.95,0.71,Sidi Dawui,Moyenne
34.71,56.05,0.6,2.99,3.83,Sidi Chennane,Moyenne
27.11,45.2,0.6,7.8,1.39,Sidi Chennane,Moyenne
40.26,35.3,0.5,5.56,0.61,Sidi Dawui,Haute
30.99,37.96,1.05,4.94,2.63,Sidi Dawui,Moyenne
23.89,34.78,1.14,12.86,0.56,Sidi Chennane,Moyenne
28.58,30.81,3.9,7.29,0.4,Sidi Dawui,Moyenne
39.58,48.64,0.5,7.75,0.71,Sidi Dawui,Haute
31.5,35.22,0.52,6.89,3.15,Sidi Dawui,Moyenne
34.52,34.52,0.5,4.03,0.41,Sidi Dawui,Moyenne
33.96,30.45,0.5,10.25,0.8,Sidi Dawui,Moyenne
22.39,45.81,0.6,0.71,0.63,Sidi Chennane,Moyenne
50.0,52.05,0.5,4.22,1.98,Sidi Dawui,Haute
18.3,27.73,0.6,9.92,0.42,Sidi Chennane,Faible
26.35,28.42,0.5,0.5,1.66,Sidi Dawui,Moyenne
38.82,42.14,0.5,0.39,0.34,Sidi Dawui,Haute
27.08,35.95,0.5,5.59,2.4,Sidi Dawui,Moyenne
29.85,30.07,9.09,3.77,1.56,Sidi Dawui,Moyenne
22.61,22.28,0.5,10.51,1.8,Sidi Dawui,Moyenne
36.97,45.8,0.5,11.34,1.16,Sidi Dawui,Haute
25.68,36.31,0.6,0.54,0.43,Sidi Chennane,Moyenne
20.51,33.63,3.93,6.55,1.89,Sidi Chennane,Moyenne
39.0,40.17,0.5,14.15,1.6,Sidi Dawui,Haute
15.59,20.0,0.5,4.69,0.54,Sidi Dawui,Faible
18.05,28.98,0.6,2.95,0.37,Sidi Chennane,Faible
21.43,29.03,2.58,7.82,1.06,Sidi Chennane,Moyenne
15.11,20.0,5.47,6.76,1.13,Sidi Chennane,Faible
16.59,20.0,3.63,3.29,1.79,Sidi Dawui,Faible
20.56,21.29,0.6,3.4,0.61,Sidi Chennane,Moyenne
26.87,38.27,0.6,10.3,1.36,Sidi Chennane,Moyenne
30.58,28.18,0.6,4.84,2.19,Sidi Chennane,Moyenne
19.05,26.84,0.6,14.79,0.19,Sidi Chennane,Faible
27.12,39.98,2.95,4.35,0.16,Sidi Chennane,Moyenne
38.29,43.34,0.5,8.22,1.15,Sidi Dawui,Haute
43.59,46.97,0.5,1.1,1.26,Sidi Dawui,Haute
20.29,33.38,2.06,8.08,0.6,Sidi Chennane,Moyenne
16.13,20.0,7.08,6.91,0.31,Sidi Dawui,Faible
22.94,31.49,4.87,5.24,4.3,Sidi Chennane,Moyenne
16.11,22.89,1.72,6.44,1.05,Sidi Chennane,Faible
25.92,22.52,0.5,2.68,1.09,Sidi Dawui,Moyenne
29.76,30.8,0.5,12.3,0.67,Sidi Dawui,Moyenne
29.42,22.25,2.38,13.83,0.89,Sidi Dawui,Moyenne
33.79,39.33,0.5,12.56,0.8,Sidi Dawui,Moyenne
26.93,33.17,5.81,12.07,3.0,Sidi Chennane,Moyenne
29.15,29.84,2.92,8.23,7.29,Sidi Dawui,Moyenne
24.99,37.89,0.6,5.0,0.53,Sidi Chennane,Moyenne
22.59,38.47,5.27,2.58,2.39,Sidi Chennane,Moyenne
28.39,30.41,0.6,12.3,3.63,Sidi Chennane,Moyenne
30.78,29.24,1.41,0.65,0.52,Sidi Dawui,Moyenne
31.78,34.47,0.5,2.72,0.64,Sidi Dawui,Moyenne
29.09,36.93,2.0,6.03,0.38,Sidi Dawui,Moyenne
31.02,30.84,0.5,2.92,0.62,Sidi Dawui,Moyenne
25.37,23.05,1.12,8.74,0.5,Sidi Dawui,Moyenne
24.47,32.1,0.5,10.86,0.84,Sidi Dawui,Moyenne
39.56,44.44,0.5,13.64,0.36,Sidi Dawui,Haute
22.64,27.43,0.5,3.16,1.62,Sidi Dawui,Moyenne
29.6,24.09,0.5,4.19,1.96,Sidi Dawui,Moyenne
41.74,45.09,2.02,10.75,0.71,Sidi Dawui,Haute
29.29,24.41,0.5,3.26,0.42,Sidi Dawui,Moyenne
27.72,32.0,0.6,5.76,1.18,Sidi Chennane,Moyenne
18.78,29.55,0.6,11.3,1.24,Sidi Chennane,Faible
15.88,25.23,8.39,5.64,0.57,Sidi Chennane,Faible
17.99,20.0,3.65,2.19,0.72,Sidi Dawui,Faible
44.45,54.24,0.5,4.04,0.69,Sidi Dawui,Haute
15.34,20.9,3.87,1.21,1.89,Sidi Chennane,Faible
27.21,37.67,0.6,10.11,1.17,Sidi Chennane,Moyenne
16.2,23.27,3.01,0.69,0.23,Sidi Chennane,Faible
30.8,42.83,0.6,8.61,6.76,Sidi Chennane,Moyenne
36.4,60.0,0.6,14.25,0.71,Sidi Chennane,Haute
11.87,20.0,0.6,12.9,1.83,Sidi Chennane,Faible
22.63,20.0,0.5,1.09,1.05,Sidi Dawui,Moyenne
39.54,32.29,0.5,10.72,0.67,Sidi Dawui,Haute
37.17,47.94,0.5,10.35,2.15,Sidi Dawui,Haute
39.57,37.59,0.5,4.48,4.24,Sidi Dawui,Haute
18.89,24.05,0.6,1.64,0.41,Sidi Chennane,Faible
50.0,48.35,0.5,12.81,0.53,Sidi Dawui,Haute
33.57,37.96,0.5,8.31,3.45,Sidi Dawui,Moyenne
21.43,23.61,0.91,10.48,5.23,Sidi Dawui,Moyenne
30.2,27.52,0.5,6.87,1.35,Sidi Dawui,Moyenne
21.55,20.22,0.5,3.34,2.94,Sidi Dawui,Moyenne
32.52,36.46,0.6,3.91,0.69,Sidi Chennane,Moyenne
26.49,27.06,0.5,8.02,0.26,Sidi Dawui,Moyenne
36.98,44.28,3.44,3.52,0.95,Sidi Dawui,Haute
19.53,25.69,7.39,5.98,3.14,Sidi Chennane,Faible
18.62,29.53,5.2,1.12,0.56,Sidi Chennane,Faible
10.47,20.0,0.6,14.93,3.66,Sidi Chennane,Faible
37.94,31.55,5.38,9.25,2.72,Sidi Dawui,Moyenne
44.32,48.96,0.5,2.19,1.15,Sidi Dawui,Haute
24.16,32.89,0.5,1.95,9.95,Sidi Dawui,Moyenne
12.77,20.0,7.29,7.25,0.89,Sidi Chennane,Faible
27.56,37.28,1.0,0.37,0.35,Sidi Chennane,Moyenne
17.52,20.0,0.5,6.18,0.77,Sidi Dawui,Faible
43.6,56.4,0.5,14.17,1.35,Sidi Dawui,Haute
16.8,25.42,0.65,12.35,0.59,Sidi Chennane,Faible
22.46,20.0,1.18,13.95,0.58,Sidi Dawui,Moyenne
34.76,34.43,0.5,1.67,1.47,Sidi Dawui,Moyenne
23.05,23.82,6.65,5.56,1.98,Sidi Dawui,Moyenne
18.05,27.95,0.6,8.32,1.27,Sidi Chennane,Faible
35.72,44.03,3.7,10.8,0.97,Sidi Dawui,Haute
10.0,20.0,6.75,5.89,0.63,Sidi Chennane,Faible
32.85,48.89,0.6,4.78,0.56,Sidi Chennane,Moyenne
32.9,32.69,0.5,4.58,0.81,Sidi Dawui,Moyenne
14.35,22.0,7.59,11.84,0.37,Sidi Chennane,Faible
23.24,21.07,4.49,5.73,0.62,Sidi Dawui,Moyenne
28.75,47.78,0.6,0.24,1.28,Sidi Chennane,Moyenne
37.97,36.78,1.3,11.55,0.4,Sidi Dawui,Haute
31.24,48.53,0.6,2.42,0.19,Sidi Chennane,Moyenne
26.29,33.22,0.5,9.42,0.69,Sidi Dawui,Moyenne
35.2,38.19,2.84,0.44,0.38,Sidi Dawui,Haute
25.19,37.67,0.6,5.8,0.65,Sidi Chennane,Moyenne
38.83,35.74,0.5,6.84,1.97,Sidi Dawui,Haute
29.6,42.24,3.3,14.6,1.96,Sidi Chennane,Moyenne
25.97,21.43,0.5,1.32,0.96,Sidi Dawui,Moyenne
21.78,34.04,0.6,11.27,1.59,Sidi Chennane,Moyenne
18.66,20.0,0.62,14.47,4.83,Sidi Chennane,Faible
22.17,36.79,0.6,4.15,0.82,Sidi Chennane,Moyenne
38.86,43.23,2.82,3.38,0.46,Sidi Dawui,Haute
17.45,20.0,0.5,14.28,1.71,Sidi Dawui,Faible
29.49,39.1,0.6,7.34,0.67,Sidi Chennane,Moyenne
22.13,22.08,0.5,12.34,0.42,Sidi Dawui,Moyenne
20.56,21.6,5.51,11.92,0.82,Sidi Chennane,Moyenne
30.34,49.37,0.6,4.89,1.37,Sidi Chennane,Moyenne
24.57,34.59,0.6,2.81,1.34,Sidi Chennane,Moyenne
35.59,43.89,0.5,10.54,0.33,Sidi Dawui,Haute
21.76,23.07,5.4,7.52,1.41,Sidi Dawui,Moyenne
23.0,23.82,6.52,7.36,0.31,Sidi Dawui,Moyenne
41.07,43.6,0.5,8.19,0.36,Sidi Dawui,Haute
18.79,23.07,0.6,0.38,2.92,Sidi Chennane,Faible
28.0,26.05,0.5,0.08,0.25,Sidi Dawui,Moyenne
41.27,42.12,0.5,4.71,0.15,Sidi Dawui,Haute
15.89,21.88,1.61,4.86,1.42,Sidi Chennane,Faible
34.95,31.85,0.5,10.78,0.62,Sidi Dawui,Moyenne
32.89,31.46,0.71,4.88,0.73,Sidi Dawui,Moyenne
32.48,32.7,0.5,5.39,3.28,Sidi Dawui,Moyenne
27.78,37.69,2.97,8.24,2.35,Sidi Dawui,Moyenne
27.22,25.86,0.67,8.87,2.11,Sidi Dawui,Moyenne
22.69,20.32,0.5,5.0,1.02,Sidi Dawui,Moyenne
36.89,36.03,0.76,8.37,1.51,Sidi Dawui,Haute
18.29,32.52,0.6,9.27,0.68,Sidi Chennane,Faible
28.6,51.31,0.6,3.92,0.61,Sidi Chennane,Moyenne
30.46,39.59,0.5,3.54,1.0,Sidi Dawui,Moyenne
15.83,23.08,0.7,13.36,1.63,Sidi Chennane,Faible
30.34,33.33,0.5,9.71,3.46,Sidi Dawui,Moyenne
19.91,24.12,0.6,4.67,2.36,Sidi Chennane,Faible
41.68,39.42,0.5,8.26,1.71,Sidi Dawui,Haute
29.14,24.14,0.5,10.61,0.91,Sidi Dawui,Moyenne
29.99,32.17,0.5,0.34,0.81,Sidi Dawui,Moyenne
45.35,45.61,0.5,13.8,1.2,Sidi Dawui,Haute
37.13,38.42,0.73,10.76,1.15,Sidi Dawui,Haute
32.98,41.43,0.6,5.88,0.42,Sidi Chennane,Moyenne
